CMS Certification Number (CCN),Provider Name,City/Town,County/Parish,State,health_inspection_rating,short_stay_qm_rating,adjusted_total_nurse_hours_per_resident_day,estimated_occupancy_rate,abuse_icon_flag,total_weighted_health_survey_score,rating_cycle_1_total_health_score
315497,ALLENDALE REHABILITATION AND HEALTHCARE CENTER,ALLENDALE,Bergen,NJ,3.0,4.0,3.25771,0.8291666666666667,0,56.0,64.0
315313,CAREONE AT CRESSKILL,CRESSKILL,Bergen,NJ,4.0,5.0,3.15164,0.7371681415929203,0,31.0,36.0
315360,Emerson Health Care Center,EMERSON,Bergen,NJ,5.0,4.0,4.33627,0.8767741935483871,0,2.0,0.0
315377,"ACTORS FUND HOME, THE",ENGLEWOOD,Bergen,NJ,4.0,2.0,5.01175,0.8728971962616823,0,35.0,44.0
315349,"COMPLETE CARE AT INGLEMOOR, LLC",ENGLEWOOD,Bergen,NJ,2.0,2.0,3.35536,0.9338709677419355,0,94.0,100.0
315328,MAPLE GLEN CENTER,FAIRLAWN,Bergen,NJ,3.0,4.0,3.32961,0.7572327044025158,0,46.0,60.0
315152,CAREONE AT WELLINGTON,HACKENSACK,Bergen,NJ,2.0,5.0,3.37655,0.82890625,0,86.0,100.0
315460,COMPLETE CARE AT PROSPECT HEIGHTS LLC,HACKENSACK,Bergen,NJ,1.0,5.0,2.81068,0.6127551020408163,0,112.0,120.0
315295,COMPLETE CARE AT REGENT LLC,HACKENSACK,Bergen,NJ,2.0,3.0,3.36611,0.9433333333333334,0,89.0,108.0
315386,ATLAS REHABILITATION AND HEALTHCARE AT MAYWOOD,MAYWOOD,Bergen,NJ,3.0,5.0,3.13147,0.925,0,58.0,76.0
315306,CAREONE AT NEW MILFORD,NEW MILFORD,Bergen,NJ,2.0,5.0,2.95345,0.7635593220338982,0,75.0,80.0
315290,"BUCKINGHAM AT NORWOOD, THE",NORWOOD,Bergen,NJ,1.0,2.0,3.0893,0.7020833333333333,0,282.0,345.0
315171,OAKLAND REHABILITATION AND HEALTHCARE  CENTER,OAKLAND,Bergen,NJ,1.0,5.0,3.84641,0.8753488372093022,0,318.0,380.0
315339,CAREONE AT ORADELL,ORADELL,Bergen,NJ,1.0,5.0,3.86224,0.7909090909090909,0,113.0,120.0
315017,BERGEN NEW BRIDGE MEDICAL CENTER,PARAMUS,Bergen,NJ,3.0,4.0,3.71396,0.6202090592334495,0,58.0,64.0
315426,CAREONE AT RIDGEWOOD AVENUE,PARAMUS,Bergen,NJ,2.0,5.0,2.93461,0.9181818181818182,0,89.25,111.0
315129,DELLRIDGE HEALTH & REHABILITATION CENTER,PARAMUS,Bergen,NJ,2.0,4.0,3.6617,1.0218749999999999,0,64.0,72.0
315346,NEW JERSEY VETERANS MEMORIAL HOME AT PARAMUS,PARAMUS,Bergen,NJ,5.0,,6.29681,0.5967261904761905,0,18.0,24.0
315438,Atrium Post Acute Care at Park Ridge,PARK RIDGE,Bergen,NJ,1.0,4.0,3.41256,0.8504761904761905,0,106.0,136.0
315434,Family of Caring Healthcare at Ridgewood,RIDGEWOOD,Bergen,NJ,4.0,3.0,3.48273,0.9010416666666666,0,28.0,24.0
315158,RIDGEWOOD CENTER,RIDGEWOOD,Bergen,NJ,1.0,4.0,3.33637,0.7433333333333334,0,175.5,222.0
315494,ALARIS HEALTH AT THE CHATEAU,ROCHELLE PARK,Bergen,NJ,4.0,4.0,3.5531,0.7796812749003984,0,22.0,16.0
315473,JEWISH HOME AT ROCKLEIGH,ROCKLEIGH,Bergen,NJ,3.0,3.0,4.72302,0.9556122448979593,0,54.0,72.0
315502,CareOne At Teaneck,TEANECK,Bergen,NJ,3.0,5.0,3.32497,0.625,0,43.0,52.0
315037,FAMILY OF CARING AT TEANECK LLC,TEANECK,Bergen,NJ,4.0,2.0,3.49121,0.9738317757009346,0,31.0,40.0
315164,"FAMILY OF CARING HEALTHCARE AT TENAFLY, LLC",TENAFLY,Bergen,NJ,3.0,4.0,3.57529,0.9289855072463767,0,42.0,48.0
315369,CAREONE AT VALLEY,WESTWOOD,Bergen,NJ,5.0,5.0,3.21719,0.8653061224489795,0,15.0,16.0
315133,WOODCLIFF LAKE HEALTH & REHABILITATION CENTER,WOODCLIFF LAKE,Bergen,NJ,4.0,5.0,3.15724,0.7508771929824561,0,17.0,16.0
315376,CHRISTIAN HEALTH CARE CENTER,WYCKOFF,Bergen,NJ,2.0,4.0,4.17758,0.9101973684210526,0,79.0,88.0
315392,Job Haines Home For Aged People,BLOOMFIELD,Essex,NJ,5.0,4.0,5.82877,0.9475,0,4.0,4.0
315471,ST CATHERINE OF SIENA,CALDWELL,Essex,NJ,3.0,,2.10046,0.8566666666666667,0,46.0,52.0
315357,ALARIS HEALTH AT CEDAR GROVE,CEDAR GROVE,Essex,NJ,1.0,5.0,5.5559,0.7034782608695652,0,116.75,96.0
315036,ARBOR GLEN CENTER,CEDAR GROVE,Essex,NJ,1.0,4.0,3.21652,0.8131147540983606,0,105.25,131.0
315204,CANTERBURY AT CEDAR GROVE,CEDAR GROVE,Essex,NJ,1.0,2.0,,,0,130.5,76.0
315216,COMPLETE CARE AT CEDAR GROVE,CEDAR GROVE,Essex,NJ,3.0,5.0,3.74909,0.9010526315789473,0,40.0,24.0
315194,COMPLETE CARE AT ST VINCENTS LLC,CEDAR GROVE,Essex,NJ,5.0,4.0,3.27503,0.905298013245033,0,4.0,0.0
315268,BROOKHAVEN HEALTH CARE CENTER,EAST ORANGE,Essex,NJ,3.0,3.0,3.33231,0.940983606557377,0,39.0,40.0
315178,COMPLETE CARE AT ORANGE PARK,EAST ORANGE,Essex,NJ,3.0,3.0,3.84214,0.9246511627906977,0,47.0,48.0
315147,GROVE PARK HEALTHCARE AND REHABILITATION CENTER,EAST ORANGE,Essex,NJ,2.0,5.0,3.83757,0.941081081081081,0,79.0,76.0
315266,Park Crescent Healthcare & Rehabilitation Center,EAST ORANGE,Essex,NJ,3.0,5.0,3.76125,0.8842105263157894,0,51.75,36.0
315359,ALLIANCE CARE REHABILITATION AND NURSING CENTER,IRVINGTON,Essex,NJ,2.0,3.0,2.94668,0.9108490566037736,0,63.0,32.0
315479,CAREONE AT LIVINGSTON,LIVINGSTON,Essex,NJ,4.0,5.0,3.92088,0.505,0,29.0,28.0
315322,INGLEMOOR REHABILITATION AND CARE CENTER,LIVINGSTON,Essex,NJ,5.0,5.0,4.2655,0.7456521739130435,0,1.0,0.0
315526,LIVINGSTON POST ACUTE CARE,LIVINGSTON,Essex,NJ,1.0,5.0,3.05877,1.0435483870967743,0,109.0,136.0
315527,WINCHESTER GARDENS HEALTH CARE CENTER,MAPLEWOOD,Essex,NJ,4.0,5.0,5.51691,0.8066666666666666,0,28.0,28.0
315435,Family of Caring Healthcare at Montclair,MONTCLAIR,Essex,NJ,4.0,4.0,3.47018,0.95,0,34.0,40.0
315363,MONTCLAIR CARE CENTER,MONTCLAIR,Essex,NJ,4.0,4.0,3.91172,0.7578125,0,24.0,12.0
315343,BROADWAY HOUSE FOR CONTINUING CARE,NEWARK,Essex,NJ,4.0,,,0.9141025641025641,0,25.0,24.0
315375,FOREST HILLS CENTER FOR REHABILITATION AND HEALING,NEWARK,Essex,NJ,1.0,3.0,3.63236,0.925,0,194.75,198.0
315393,NEW COMMUNITY EXTENDED CARE FACILITY,NEWARK,Essex,NJ,1.0,,2.81659,0.5127777777777778,0,274.25,359.0
315458,NEW VISTA NURSING & REHABILITATION CTR,NEWARK,Essex,NJ,1.0,3.0,4.99632,0.7305882352941176,0,110.0,84.0
315236,SINAI POST-ACUTE NURSING & REHAB CENTER,NEWARK,Essex,NJ,1.0,2.0,3.53887,0.9097674418604651,0,252.5,68.0
315352,Axia Care Center of Orange,ORANGE,Essex,NJ,1.0,3.0,4.12549,0.8643617021276596,0,244.25,315.0
315372,WHITE HOUSE HEALTHCARE AND REHABILITATION CENTER,ORANGE,Essex,NJ,4.0,5.0,3.78315,0.9340909090909091,0,36.0,44.0
315247,COMPLETE CARE AT WEST CALDWELL LLC,WEST CALDWELL,Essex,NJ,3.0,5.0,3.39091,0.7638888888888888,0,43.0,56.0
315457,LUTHERAN SOCIAL MINISTRIES CRANES MILL,WEST CALDWELL,Essex,NJ,4.0,5.0,4.30033,0.6678571428571428,0,19.0,16.0
315449,ALARIS HEALTH AT WEST ORANGE,WEST ORANGE,Essex,NJ,2.0,4.0,3.803,0.9125,0,61.0,40.0
315038,COMPLETE CARE AT SUMMIT RIDGE,WEST ORANGE,Essex,NJ,3.0,4.0,3.78374,0.9361842105263158,0,53.0,44.0
315029,DAUGHTERS OF ISRAEL PLEASANT VALLEY HOME,WEST ORANGE,Essex,NJ,3.0,5.0,4.18611,0.3165016501650165,0,60.0,64.0
315416,GREEN HILL,WEST ORANGE,Essex,NJ,2.0,4.0,3.59726,0.7464566929133858,0,84.0,100.0
315066,STRATFORD MANOR REHABILITATION AND CARE CENTER,WEST ORANGE,Essex,NJ,3.0,5.0,3.26966,0.950381679389313,0,40.0,28.0
315532,BAYONNE UNIVERSITY HOSPITAL,BAYONNE,Hudson,NJ,5.0,,6.47116,0.6470588235294118,0,15.0,20.0
315512,HOBOKEN UNIVERSITY MEDICAL CENTER TCU,HOBOKEN,Hudson,NJ,4.0,4.0,7.40962,0.6466666666666666,0,20.0,20.0
315083,ACCLAIM REHABILITATION AND NURSING CENTER,JERSEY CITY,Hudson,NJ,3.0,5.0,3.53391,0.846448087431694,0,49.0,60.0
315300,ALARIS HEALTH AT HAMILTON PARK,JERSEY CITY,Hudson,NJ,4.0,3.0,3.82496,0.6265384615384616,0,28.0,20.0
315310,OPTIMA CARE HARBORVIEW,JERSEY CITY,Hudson,NJ,4.0,4.0,2.84742,0.74,0,31.0,24.0
315413,PEACE CARE ST ANN'S,JERSEY CITY,Hudson,NJ,4.0,3.0,3.82368,0.9075000000000001,0,23.0,20.0
315452,PEACE CARE ST JOSEPH'S,JERSEY CITY,Hudson,NJ,3.0,5.0,4.29549,0.8964028776978417,0,49.0,44.0
315366,ALARIS HEALTH AT BELGROVE,KEARNY,Hudson,NJ,1.0,3.0,4.50064,0.7941666666666667,0,114.0,131.0
315192,ALARIS HEALTH AT KEARNY,KEARNY,Hudson,NJ,4.0,2.0,3.58995,0.8933333333333333,0,29.0,32.0
315307,COMPLETE CARE AT HARBORAGE LLC,NORTH BERGEN,Hudson,NJ,4.0,4.0,3.1003,0.9149797570850202,0,32.0,28.0
315525,HARBOUR VIEW SENIOR LIVING CORP,NORTH BERGEN,Hudson,NJ,2.0,2.0,5.74949,0.935,0,73.0,88.0
315112,HUDSONVIEW HEALTH CARE CENTER,NORTH BERGEN,Hudson,NJ,4.0,4.0,2.99797,0.9608058608058608,0,34.0,32.0
315476,OPTIMA CARE FOUNTAINS,SECAUCUS,Hudson,NJ,1.0,,5.08527,0.841616766467066,0,148.75,152.0
315465,MANHATTANVIEW CTR FOR REHABILITATION AND HEALTHCAR,UNION CITY,Hudson,NJ,3.0,2.0,3.05201,0.9661417322834646,0,60.0,68.0
315344,OPTIMA CARE CASTLE HILL,UNION CITY,Hudson,NJ,1.0,5.0,3.88859,0.6362790697674419,0,163.25,195.0
315467,LITTLE BROOK NURSING AND CONVALESCENT HOME,CALIFON,Hunterdon,NJ,1.0,,3.6085,0.75,0,697.5,524.0
315226,HUNTERDON CARE CENTER LLC,FLEMINGTON,Hunterdon,NJ,2.0,5.0,3.43144,0.9156756756756758,0,83.5,94.0
315302,ROLLING HILLS CARE CENTER,LEBANON,Hunterdon,NJ,1.0,5.0,3.56796,0.8925373134328358,0,188.25,223.0
315433,COUNTRY ARCH CARE CENTER,PITTSTOWN,Hunterdon,NJ,3.0,5.0,3.90913,0.8423076923076923,0,41.0,0.0
315451,THE ELMS REHAB AND HEALTHCARE CENTER OF CRANBURY,CRANBURY,Middlesex,NJ,3.0,5.0,3.45301,0.7391666666666666,0,39.25,8.0
315472,CAREONE AT EAST BRUNSWICK,EAST BRUNSWICK,Middlesex,NJ,3.0,5.0,3.30593,0.7583333333333333,0,51.0,64.0
315351,BRIGHTON GARDENS OF EDISON,EDISON,Middlesex,NJ,3.0,4.0,6.18005,0.84,0,53.75,32.0
315132,CareOne at The Highlands,EDISON,Middlesex,NJ,3.0,4.0,3.5151,0.8327868852459016,0,52.0,48.0
315279,EMBASSY MANOR AT EDISON NURSING AND REHABILITATION,EDISON,Middlesex,NJ,2.0,1.0,3.64493,0.7864285714285714,0,63.0,64.0
315251,HARTWYCK AT OAK TREE,EDISON,Middlesex,NJ,4.0,3.0,3.67682,0.7525,0,18.0,24.0
315459,NEW JERSEY VETERANS MEMORIAL HOME MENLO,EDISON,Middlesex,NJ,4.0,4.0,6.17867,0.5911585365853659,0,27.0,36.0
315039,ROOSEVELT CARE CENTER,EDISON,Middlesex,NJ,2.0,5.0,4.58603,0.8916666666666667,0,90.0,96.0
315362,COMPLETE CARE AT PARK PLACE LLC,MONMOUTH JUNCTION,Middlesex,NJ,3.0,5.0,2.97767,0.9446808510638297,0,53.75,8.0
315353,CRANBURY CENTER,MONROE TOWNSHIP,Middlesex,NJ,4.0,2.0,3.56063,0.6532467532467532,0,28.0,28.0
315336,"GARDENS AT MONROE HEALTHCARE AND REHABILITATION, T",MONROE TOWNSHIP,Middlesex,NJ,3.0,4.0,3.88833,0.7374999999999999,0,34.0,16.0
315269,VILLAGE POINT,MONROE TOWNSHIP,Middlesex,NJ,3.0,5.0,4.62578,0.8558333333333333,0,37.5,16.0
315384,ROSE MOUNTAIN CARE CENTER,NEW BRUNSWICK,Middlesex,NJ,1.0,5.0,4.33328,0.8312499999999999,0,177.5,198.0
315381,AUTUMN LAKE HEALTHCARE AT OLD BRIDGE,OLD BRIDGE,Middlesex,NJ,4.0,3.0,3.38121,0.9533333333333334,0,18.0,16.0
315321,"PREFERRED CARE AT OLD BRIDGE, LLC",OLD BRIDGE,Middlesex,NJ,4.0,5.0,3.60443,0.8814285714285715,0,28.0,24.0
315417,REFORMED CHURCH HOME,OLD BRIDGE,Middlesex,NJ,5.0,5.0,4.14357,0.8777777777777778,0,6.0,4.0
315509,Roosevelt Care Center At Old Bridge,OLD BRIDGE,Middlesex,NJ,5.0,5.0,4.48324,0.8683333333333334,0,17.0,20.0
315180,ALAMEDA CENTER FOR REHABILITATION AND HEALTHCARE,PERTH AMBOY,Middlesex,NJ,3.0,5.0,4.03504,0.894,0,57.0,48.0
315305,SPRING CREEK HEALTHCARE CENTER,PERTH AMBOY,Middlesex,NJ,4.0,2.0,3.06843,0.7731843575418995,0,34.0,32.0
315522,ACCELERATE SKILLED NURSING AND REHAB PISCATAWAY,PISCATAWAY,Middlesex,NJ,1.0,5.0,3.8466,0.8370967741935483,1,278.75,187.0
315001,"MERWICK CARE & REHAB CENTER, LLC",PLAINSBORO,Middlesex,NJ,1.0,4.0,3.39669,0.7120000000000001,0,149.0,56.0
315518,"VENETIAN CARE & REHABILITATION CENTER, THE",SOUTH AMBOY,Middlesex,NJ,2.0,3.0,3.34589,0.7611111111111111,0,98.0,108.0
315214,ARISTACARE AT CEDAR OAKS,SOUTH PLAINFIELD,Middlesex,NJ,2.0,5.0,3.39016,0.8656521739130435,1,93.25,99.0
315318,"ST JOSEPH'S HOME AL & NC, INC",WOODBRIDGE,Middlesex,NJ,5.0,,4.45237,0.9450980392156864,0,2.0,0.0
315397,PREFERRED CARE AT WALL,ALLENWOOD,Monmouth,NJ,4.0,5.0,3.48397,0.8874074074074074,0,31.0,40.0
315087,CAREONE AT MIDDLETOWN,ATLANTIC HIGHLANDS,Monmouth,NJ,2.0,3.0,3.7122,0.6590551181102362,0,77.0,72.0
315177,GATEWAY CARE CENTER,EATONTOWN,Monmouth,NJ,3.0,3.0,4.37139,0.7870786516853933,0,52.0,56.0
315364,JERSEY SHORE CENTER,EATONTOWN,Monmouth,NJ,3.0,5.0,3.121,0.7962025316455696,0,42.0,32.0
315387,ALLAIRE REHAB & NURSING,FREEHOLD,Monmouth,NJ,1.0,4.0,5.11875,0.7804597701149426,1,329.0,292.0
315292,"APPLEWOOD VILLAGE, INC",FREEHOLD,Monmouth,NJ,4.0,5.0,6.14343,0.5966666666666666,0,15.0,20.0
315528,"JEWISH HOME FOR REHABILITATION AND NURSING, THE",FREEHOLD,Monmouth,NJ,4.0,3.0,3.97815,0.9273333333333333,0,21.0,12.0
315153,"MANOR, THE",FREEHOLD,Monmouth,NJ,4.0,4.0,4.3178,0.4585365853658536,0,25.0,32.0
315504,WEDGWOOD GARDENS CARE CENTER,FREEHOLD,Monmouth,NJ,3.0,4.0,3.48419,0.6370860927152318,0,44.75,24.0
315314,ANCHOR CARE AND REHABILITATION CENTER,HAZLET,Monmouth,NJ,4.0,5.0,3.21436,0.8535294117647059,0,27.0,24.0
315119,ARNOLD WALTER NURSING & REHABILITATION CENTER,HAZLET,Monmouth,NJ,3.0,5.0,3.13955,0.694059405940594,0,60.0,68.0
315092,CAREONE AT HOLMDEL,HOLMDEL,Monmouth,NJ,4.0,5.0,3.64661,0.7138461538461538,0,31.0,24.0
315252,Complete Care at Bayshore LLC,HOLMDEL,Monmouth,NJ,3.0,5.0,3.16602,0.6064655172413793,0,43.0,36.0
315437,LAUREL BAY HEALTH & REHABILITATION CENTER,KEANSBURG,Monmouth,NJ,1.0,2.0,3.59856,0.6772357723577236,0,125.25,163.0
315374,DE LA SALLE HALL,LINCROFT,Monmouth,NJ,5.0,,6.14783,0.725,0,9.0,8.0
315284,"COMPLETE CARE AT MONMOUTH, LLC",LONG BRANCH,Monmouth,NJ,2.0,4.0,3.74886,0.6816666666666666,0,74.0,76.0
315282,EXCEL CARE AT MANALAPAN,MANALAPAN,Monmouth,NJ,1.0,5.0,3.58787,0.8371212121212122,0,164.5,56.0
315015,"COMPLETE CARE AT MADISON, LLC",MATAWAN,Monmouth,NJ,3.0,5.0,3.69109,0.7916167664670658,0,41.0,40.0
315463,MEADOWBROOK RESPIRATORY AND NURSING CENTER,MATAWAN,Monmouth,NJ,2.0,3.0,4.25214,0.7615384615384615,0,84.5,40.0
315199,IMPERIAL CARE CENTER,NEPTUNE,Monmouth,NJ,5.0,5.0,3.90003,0.7289256198347107,0,6.0,8.0
315056,JERSEY SHORE POST ACUTE REHABILITATION AND NURSING,NEPTUNE,Monmouth,NJ,3.0,3.0,3.638,0.8514285714285715,0,36.75,12.0
315299,KING MANOR CARE AND REHABILITATION CENTER,NEPTUNE,Monmouth,NJ,4.0,3.0,3.56531,0.8450000000000001,0,37.0,44.0
315105,CORAL HARBOR REHABILITATION AND HEALTHCARE CENTER,NEPTUNE CITY,Monmouth,NJ,3.0,3.0,3.4671,0.8409090909090909,0,39.0,44.0
315365,COMPLETE CARE AT OCEAN GROVE LLC,OCEAN GROVE,Monmouth,NJ,2.0,4.0,3.08412,0.6040816326530613,0,74.0,80.0
315515,"ATRIUM AT NAVESINK HARBOR, THE",RED BANK,Monmouth,NJ,3.0,5.0,5.04454,0.8744186046511628,0,48.0,52.0
315286,REDBANK CENTER FOR REHABILITATION AND HEALING,RED BANK,Monmouth,NJ,2.0,4.0,3.3208,0.7955555555555555,0,82.0,68.0
315136,COMPLETE CARE AT SHREWSBURY LLC,SHREWSBURY,Monmouth,NJ,2.0,4.0,3.2658,0.8021428571428572,0,78.75,60.0
315414,ASTER CREEK NURSING AND REHABILITATION CENTER,TINTON FALLS,Monmouth,NJ,3.0,3.0,5.00604,0.6859999999999999,0,41.0,48.0
315469,CONTINUING CARE AT SEABROOK,TINTON FALLS,Monmouth,NJ,5.0,4.0,5.12398,0.7034883720930233,0,5.0,4.0
315485,CAREONE AT WALL,WALL,Monmouth,NJ,2.0,5.0,3.40442,0.7623076923076922,0,82.25,32.0
315501,COMPLETE CARE AT WALL LLC,WALL,Monmouth,NJ,1.0,5.0,3.42534,0.6061538461538462,0,108.0,144.0
315354,SUNNYSIDE MANOR,WALL,Monmouth,NJ,4.0,4.0,4.81356,0.8833333333333333,0,23.0,28.0
315069,TOWER LODGE CARE CENTER,WALL,Monmouth,NJ,4.0,,3.59348,0.8883333333333333,0,33.0,36.0
315492,FALLSVIEW NURSING AND REHABILITATION CENTER,BOONTON,Morris,NJ,3.0,5.0,3.58387,0.7547008547008547,0,54.0,48.0
315120,CHATHAM HILLS SUBACUTE CARE CENTER,CHATHAM,Morris,NJ,3.0,5.0,3.37797,0.8481481481481481,0,59.0,52.0
