CMS Certification Number (CCN),Provider Name,City/Town,County/Parish,State,health_inspection_rating,short_stay_qm_rating,adjusted_total_nurse_hours_per_resident_day,estimated_occupancy_rate,abuse_icon_flag,total_weighted_health_survey_score,rating_cycle_1_total_health_score
335799,UNION PLAZA CARE CENTER,FLUSHING,Queens,NY,4.0,4.0,2.84309,0.9507142857142856,0,13.0,16.0
335154,WATERVIEW NURSING CARE CENTER,FLUSHING,Queens,NY,2.0,1.0,2.11094,0.884,0,57.0,60.0
335266,"WOODCREST REHAB & RESIDENTIAL H C CENTER, L L C",FLUSHING,Queens,NY,3.0,2.0,3.35837,0.9715,0,34.0,32.0
335146,FAIRVIEW NURSING CARE CENTER INC,FOREST HILLS,Queens,NY,3.0,5.0,3.3927,0.9854999999999999,0,36.0,32.0
335139,FOREST HILLS CARE CENTER,FOREST HILLS,Queens,NY,3.0,5.0,3.2674,0.884,0,26.0,20.0
335310,FOREST VIEW CENTER FOR REHABILITATION & NURSING,FOREST HILLS,Queens,NY,5.0,5.0,3.5702,0.9893750000000001,0,7.0,4.0
335299,"NEW GLEN OAKS NURSING HOME, INC",GLEN OAKS,Queens,NY,3.0,4.0,3.54788,0.9333333333333333,0,29.0,32.0
335333,HOLLIS PARK MANOR NURSING HOME,HOLLIS,Queens,NY,5.0,5.0,3.92634,0.95625,0,8.0,4.0
335503,HOLLISWOOD CTR FOR REHABILITATION AND HEALTHCARE,HOLLIS,Queens,NY,2.0,3.0,3.8475,0.9566878980891719,0,61.25,24.0
335820,REGAL HEIGHTS REHABILITATION AND HEALTH CARE CTR,JACKSON HEIGHTS,Queens,NY,3.0,5.0,3.19304,0.975,0,38.0,40.0
335631,CHAPIN HOME FOR THE AGING,JAMAICA,Queens,NY,5.0,5.0,3.91511,0.6195454545454546,0,7.0,8.0
335505,HIGHLAND CARE CENTER,JAMAICA,Queens,NY,4.0,3.0,2.90757,0.9596875,0,22.0,16.0
335856,JAMAICA HOSPITAL MEDICAL CENTER T C U,JAMAICA,Queens,NY,5.0,,,,0,0.0,0.0
335436,JAMAICA HOSPITAL NURSING HOME CO INC,JAMAICA,Queens,NY,4.0,5.0,3.60088,0.9712389380530974,0,13.0,0.0
335336,MARGARET TIETZ CENTER FOR NURSING CARE INC,JAMAICA,Queens,NY,5.0,5.0,2.59006,0.9590000000000001,0,6.0,0.0
335770,N Y S VETERANS HOME IN N Y C,JAMAICA,Queens,NY,4.0,4.0,4.86194,0.8696,0,22.0,20.0
335724,SILVERCREST,JAMAICA,Queens,NY,2.0,3.0,2.76658,0.938125,0,55.0,60.0
335531,HILLSIDE MANOR REHAB & EXTENDED CARE CENTER,JAMAICA EST,Queens,NY,2.0,4.0,3.39639,0.9159999999999999,0,61.5,24.0
335434,LITTLE NECK CARE CENTER,LITTLE NECK,Queens,NY,3.0,5.0,3.23009,0.9358333333333333,0,28.0,24.0
335472,CENTRAL QUEENS REHAB & NURSING CENTER,MASPETH,Queens,NY,3.0,3.0,3.04714,0.981,0,41.0,28.0
335416,DRY HARBOR NURSING HOME,MIDDLE VILLAGE,Queens,NY,4.0,5.0,3.60545,0.9524999999999999,0,18.0,16.0
335132,PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,NEW HYDE PARK,Queens,NY,5.0,5.0,3.30873,0.9301707779886148,0,8.0,4.0
335606,QUEEN OF PEACE RESIDENCE,QUEENS VILLAGE,Queens,NY,4.0,,8.03202,0.5622641509433962,0,18.0,20.0
335155,WINDSOR PARK REHAB & NURSING CENTER,QUEENS VILLAGE,Queens,NY,1.0,1.0,4.12509,0.8957142857142858,0,170.0,12.0
335726,BEACON REHABILITATION AND NURSING CENTER,ROCKAWAY PARK,Queens,NY,3.0,5.0,3.20344,0.9433333333333334,0,31.0,24.0
335093,PARK NURSING HOME,ROCKAWAY PARK,Queens,NY,3.0,2.0,3.34851,0.976530612244898,0,33.0,20.0
335292,PROMENADE REHABILITATION AND HEALTH CARE CENTER,ROCKAWAY PARK,Queens,NY,3.0,2.0,2.7279,0.895,0,36.0,40.0
335327,BRIDGE VIEW NURSING HOME,WHITESTONE,Queens,NY,3.0,4.0,2.68938,0.988,0,25.0,32.0
335130,THE GRAND REHABILITATION AND NURSING AT QUEENS,WHITESTONE,Queens,NY,4.0,4.0,2.77326,0.9798882681564246,0,15.0,16.0
335791,QUEENS BOULEVARD EXTENDED CARE FACILITY,WOODSIDE,Queens,NY,4.0,5.0,2.77964,0.9235714285714286,0,20.0,16.0
335455,CARMEL RICHMOND HEALTHCARE AND REHAB CENTER,STATEN ISLAND,Richmond,NY,4.0,5.0,2.79146,0.9026666666666667,0,13.0,16.0
335239,"CLOVE LAKES HEALTH CARE AND REHAB CENTER, INC",STATEN ISLAND,Richmond,NY,3.0,5.0,2.88792,0.8201388888888889,0,33.0,20.0
335332,EGER HEALTH CARE AND REHABILITATION CENTER,STATEN ISLAND,Richmond,NY,2.0,5.0,2.9021,0.7828042328042327,0,43.0,32.0
335502,GOLDEN GATE REHABILITATION & HEALTH CARE CENTER,STATEN ISLAND,Richmond,NY,1.0,4.0,2.55347,0.965546218487395,0,105.25,24.0
335372,"NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",STATEN ISLAND,Richmond,NY,1.0,,3.04518,0.8115625,0,88.0,84.0
335772,RICHMOND CTR FOR REHAB AND SPECIALTY HEALTHCARE,STATEN ISLAND,Richmond,NY,2.0,4.0,4.95069,0.957258064516129,0,69.0,76.0
335108,SEA VIEW HOSPITAL REHABILITATION CENTER AND HOME,STATEN ISLAND,Richmond,NY,4.0,5.0,4.57514,0.9845394736842106,0,17.0,20.0
335196,SILVER LAKE SPECIALIZED REHAB AND CARE CENTER,STATEN ISLAND,Richmond,NY,3.0,1.0,2.95106,0.6712230215827338,0,34.0,44.0
335561,STATEN ISLAND CARE CENTER,STATEN ISLAND,Richmond,NY,4.0,5.0,2.37104,0.9576666666666667,0,21.0,20.0
335273,VERRAZANO NURSING AND POST-ACUTE CENTER,STATEN ISLAND,Richmond,NY,3.0,4.0,3.1983,0.9358333333333333,0,40.0,24.0
335418,"NORTHERN RIVERVIEW HEALTH CARE, INC",HAVERSTRAW,Rockland,NY,1.0,3.0,2.72369,0.9846153846153846,0,118.0,144.0
335380,NORTHERN METROPOLITAN RES HEALTH CARE FACILITY INC,MONSEY,Rockland,NY,2.0,3.0,2.9157,0.9791666666666666,0,39.0,52.0
335046,NORTHERN MANOR GERIATRIC CENTER INC,NANUET,Rockland,NY,1.0,1.0,2.79625,0.9709956709956711,0,75.0,56.0
335734,"FRIEDWALD CENTER FOR REHAB AND NURSING, L L C",NEW CITY,Rockland,NY,2.0,5.0,3.3451,0.9544444444444445,0,54.0,64.0
335285,PINE VALLEY CENTER FOR REHABILITATION AND NURSING,SPRING VALLEY,Rockland,NY,2.0,2.0,4.18103,0.975625,0,54.0,56.0
335148,THE WILLOWS AT RAMAPO REHAB AND NURSING CENTER,SUFFERN,Rockland,NY,2.0,5.0,2.83915,0.932512315270936,0,53.0,60.0
335365,NYACK RIDGE REHABILITATION AND NURSING CENTER,VALLEY COTTAGE,Rockland,NY,1.0,2.0,3.22513,0.931875,0,129.75,116.0
335311,TOLSTOY FOUNDATION REHABILITATION AND NRSG CENTER,VALLEY COTTAGE,Rockland,NY,1.0,3.0,3.68602,0.5906250000000001,1,359.75,453.0
335823,HELEN HAYES HOSPITAL R H C F,WEST HAVERSTRAW,Rockland,NY,5.0,5.0,6.74869,0.96,0,3.0,4.0
335873,HELEN HAYES HOSPITAL T C U,WEST HAVERSTRAW,Rockland,NY,5.0,5.0,6.98336,0.8958333333333334,0,0.0,0.0
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,AMITYVILLE,Suffolk,NY,4.0,5.0,2.9614,0.91375,0,12.0,16.0
335568,SUNRISE MANOR CTR FOR NURSING AND REHABILITATION,BAY SHORE,Suffolk,NY,3.0,3.0,,,0,40.75,20.0
335837,MARIA REGINA REHABILITATION AND NURSING,BRENTWOOD,Suffolk,NY,3.0,5.0,3.77964,0.9297872340425533,0,36.0,32.0
335159,ROSS CENTER FOR NURSING AND REHABILITATION,BRENTWOOD,Suffolk,NY,2.0,5.0,3.06125,0.7807407407407407,0,54.0,60.0
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,BROOKHAVEN,Suffolk,NY,1.0,5.0,2.49913,0.9825,0,120.75,149.0
335402,"OASIS REHABILITATION AND NURSING, LLC",CENTER MORICHES,Suffolk,NY,5.0,5.0,2.89749,0.95,0,6.0,4.0
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,COMMACK,Suffolk,NY,3.0,5.0,3.17497,0.9108695652173913,0,36.0,28.0
335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,EAST ISLIP,Suffolk,NY,4.0,5.0,3.16274,0.875,0,17.0,20.0
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,EAST PATCHOGUE,Suffolk,NY,3.0,4.0,3.89927,0.93875,0,24.0,20.0
335842,PECONIC LANDING AT SOUTHOLD,GREENPORT,Suffolk,NY,4.0,5.0,5.38883,0.7924242424242424,0,13.0,12.0
335274,SAN SIMEON BY THE SOUND CENTER FOR NURSING & REHAB,GREENPORT,Suffolk,NY,1.0,3.0,3.38481,0.9608333333333333,0,209.75,215.0
335835,ISLAND NURSING AND REHAB CENTER,HOLTSVILLE,Suffolk,NY,4.0,4.0,3.43658,0.8716666666666666,0,19.0,16.0
335286,CARILLON NURSING AND REHABILITATION CENTER,HUNTINGTON,Suffolk,NY,3.0,5.0,2.75128,0.9050793650793652,0,30.0,28.0
335040,PINE FOREST CARE CENTER FOR REHAB & HEALTHCARE,HUNTINGTON,Suffolk,NY,1.0,3.0,2.53789,0.9776315789473684,0,199.0,252.0
335067,APEX REHABILITATION & CARE CENTER,HUNTINGTON STATION,Suffolk,NY,2.0,5.0,3.30092,0.9615384615384616,0,71.0,72.0
335487,ST JOHNLAND NURSING CENTER INC,KINGS PARK,Suffolk,NY,1.0,5.0,3.7892,0.8052,1,142.75,177.0
335840,Medford Multicare Center For Living,MEDFORD,Suffolk,NY,1.0,2.0,2.6429,0.8746875,0,92.25,28.0
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,MELVILLE,Suffolk,NY,3.0,5.0,3.07735,0.9265625,0,37.0,44.0
335719,QUANTUM REHABILITATION AND NURSING L L C,MIDDLE ISLAND,Suffolk,NY,5.0,5.0,2.99191,0.9141666666666667,0,6.0,4.0
335390,SURGE REHABILITATION AND NURSING LLC,MIDDLE ISLAND,Suffolk,NY,5.0,5.0,3.60681,0.8310975609756098,0,11.0,8.0
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,NESCONSET,Suffolk,NY,4.0,5.0,2.76381,0.9741666666666667,0,19.0,12.0
335839,AFFINITY SKILLED LIVING AND REHABILITATION CENTER,OAKDALE,Suffolk,NY,3.0,5.0,3.1366,0.9075,0,36.0,32.0
335596,SWAN LAKE NURSING & REHABILITATION,PATCHOGUE,Suffolk,NY,1.0,4.0,1.61207,0.8441666666666666,0,113.75,145.0
335853,JOHN T MATHER MEMORIAL HOSP T C U,PORT JEFFERSON,Suffolk,NY,3.0,5.0,7.85911,0.825,0,30.0,36.0
335410,WATERS EDGE AT PORT JEFFERSON FOR REHAB AND NRSG,PORT JEFFERSON,Suffolk,NY,1.0,5.0,2.73267,0.8758333333333332,0,139.75,165.0
335514,ALLEGRIA NURSING & REHAB CENTER OF PORT JEFFERSON,PORT JEFFERSON STATI,Suffolk,NY,1.0,5.0,,0.9188811188811189,0,70.0,80.0
335254,ACADIA CENTER FOR NURSING AND REHABILITATION,RIVERHEAD,Suffolk,NY,4.0,5.0,3.32981,0.6143646408839779,0,21.0,12.0
335636,GOOD SAMARITAN NURSING AND REHABILITATION CARE CTR,SAYVILLE,Suffolk,NY,5.0,2.0,3.40544,0.7829999999999999,0,8.0,8.0
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,SAYVILLE,Suffolk,NY,3.0,4.0,2.51481,0.9527777777777777,0,28.0,32.0
335175,BROOKSIDE MULTICARE NURSING CENTER,SMITHTOWN,Suffolk,NY,4.0,4.0,3.98939,0.8504249291784702,0,14.0,12.0
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,SMITHTOWN,Suffolk,NY,3.0,3.0,2.46775,0.9876543209876543,0,36.0,44.0
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,SMITHTOWN,Suffolk,NY,3.0,3.0,4.04579,0.83375,0,35.0,36.0
335850,THE HAMPTONS CENTER FOR REHABILITATION AND NURSING,SOUTH HAMPTON,Suffolk,NY,1.0,4.0,3.34963,0.8875,1,201.75,261.0
335833,JEFFERSON'S FERRY,SOUTH SETAUKET,Suffolk,NY,5.0,5.0,5.0383,0.7733333333333333,0,4.0,0.0
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,ST JAMES,Suffolk,NY,4.0,5.0,2.67758,0.9468253968253968,0,19.0,20.0
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,ST JAMES,Suffolk,NY,3.0,4.0,3.13833,0.966086956521739,0,32.0,36.0
335758,LONG ISLAND STATE VETERANS HOME,STONYBROOK,Suffolk,NY,5.0,1.0,4.39965,0.8842857142857142,0,4.0,4.0
335083,BERKSHIRE NURSING & REHABILITATION CENTER,WEST BABYLON,Suffolk,NY,4.0,5.0,2.78557,0.9137142857142857,0,22.0,28.0
335681,EAST NECK NURSING & REHABILITATION CENTER,WEST BABYLON,Suffolk,NY,2.0,5.0,2.74345,0.9053333333333334,0,46.0,44.0
335539,OUR LADY OF CONSOLATION NURSING AND REHAB CARE CTR,WEST ISLIP,Suffolk,NY,2.0,4.0,3.66546,0.6164444444444444,0,57.0,64.0
335782,WESTHAMPTON CARE CENTER,WESTHAMPTON,Suffolk,NY,4.0,4.0,2.89832,0.9422222222222222,0,22.0,20.0
335005,BRIARCLIFF MANOR CENTER FOR REHAB AND NURSING CARE,BRIARCLIFF MANOR,Westchester,NY,1.0,4.0,2.81045,0.9766666666666667,1,88.75,68.0
335441,CORTLANDT HEALTHCARE,CORTLANDT MANOR,Westchester,NY,4.0,5.0,2.85713,0.9341666666666666,0,16.0,8.0
335078,YORKTOWN REHABILITATION & NURSING CENTER,CORTLANDT MANOR,Westchester,NY,3.0,5.0,3.73036,0.6104999999999999,0,38.0,28.0
335508,SKY VIEW REHABILITATION & HEALTH CARE CENTER L L C,CROTON ON HUDSON,Westchester,NY,3.0,5.0,2.93361,0.9036458333333334,0,28.0,32.0
335806,SPRINGVALE NURSING & REHABILITATION CENTER,CROTON ON HUDSON,Westchester,NY,1.0,5.0,4.09684,0.9365000000000001,1,79.0,80.0
335383,ST CABRINI NURSING HOME,DOBBS FERRY,Westchester,NY,3.0,3.0,3.65257,0.955921052631579,0,41.0,32.0
335795,ANDRUS ON HUDSON,HASTINGS ON HUDSON,Westchester,NY,3.0,4.0,3.43477,0.9730964467005075,0,31.0,24.0
335296,Sarah Neuman Center for Rehabilitation and Nursing,MAMARONECK,Westchester,NY,1.0,5.0,3.26012,0.925,1,108.0,132.0
335342,NORTH WESTCHESTER RESTORATIVE THERAPY & NRSG CRT,MOHEGAN LAKE,Westchester,NY,3.0,5.0,3.49665,0.9233333333333333,0,27.0,28.0
335832,NEW YORK STATE VETERANS HOME AT MONTROSE,MONTROSE,Westchester,NY,1.0,3.0,4.49371,0.8027777777777778,0,74.0,96.0
335269,The Wartburg Home,MOUNT VERNON,Westchester,NY,3.0,5.0,4.70319,0.20761904761904762,0,37.0,40.0
335459,WESTCHESTER CENTER FOR REHABILITATION & NURSING,MOUNT VERNON,Westchester,NY,1.0,5.0,3.62949,0.9754166666666666,0,102.0,112.0
335614,BAYBERRY NURSING HOME,NEW ROCHELLE,Westchester,NY,4.0,5.0,3.72066,0.9266666666666666,0,11.0,12.0
335271,DUMONT CENTER FOR REHABILITATION AND NURSING CARE,NEW ROCHELLE,Westchester,NY,2.0,4.0,2.58277,0.9556122448979593,0,48.0,60.0
335611,GLEN ISLAND CENTER FOR NURSING AND REHABILITATION,NEW ROCHELLE,Westchester,NY,2.0,2.0,2.89157,0.9633879781420766,0,43.0,32.0
335337,SCHAFFER EXTENDED CARE CENTER,NEW ROCHELLE,Westchester,NY,1.0,3.0,3.6247,0.8826666666666667,0,128.5,162.0
335350,SUTTON PARK CENTER FOR NURSING AND REHABILITATION,NEW ROCHELLE,Westchester,NY,3.0,2.0,2.72511,0.93,0,29.0,24.0
335621,UNITED HEBREW GERIATRIC CENTER,NEW ROCHELLE,Westchester,NY,4.0,5.0,3.75851,0.5717687074829931,0,14.0,16.0
335490,BETHEL NURSING HOME COMPANY INC,OSSINING,Westchester,NY,2.0,5.0,4.19439,0.7790697674418605,0,54.0,60.0
335185,CEDAR MANOR NURSING & REHABILITATION CENTER,OSSINING,Westchester,NY,1.0,3.0,2.88481,0.9006535947712418,1,73.0,80.0
335667,SUNSHINE CHILDREN'S HOME AND REHAB CENTER,OSSINING,Westchester,NY,5.0,,5.03807,0.9959016393442623,0,5.0,0.0
335003,THE EMERALD PEEK REHABILITATION AND NURSING CENTER,PEEKSKILL,Westchester,NY,2.0,5.0,2.7122,0.8859999999999999,0,51.0,40.0
335447,KING STREET HOME INC,PORT CHESTER,Westchester,NY,2.0,5.0,4.68437,0.5091666666666667,0,62.0,80.0
335312,THE ENCLAVE AT RYE  REHAB AND NURSING CTR,PORT CHESTER,Westchester,NY,3.0,5.0,2.61273,0.944375,0,23.0,28.0
335259,WATERVIEW HILLS REHABILITATION AND NURSING CENTER,PURDY STATION,Westchester,NY,3.0,5.0,2.90607,0.893076923076923,0,27.0,36.0
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,PURDYS,Westchester,NY,3.0,3.0,2.6431,0.9626984126984127,0,27.0,36.0
335797,THE OSBORN,RYE,Westchester,NY,3.0,5.0,4.49409,0.9047619047619048,0,35.0,32.0
335320,SPRAIN BROOK MANOR REHAB,SCARSDALE,Westchester,NY,4.0,4.0,2.92097,0.868595041322314,0,16.0,20.0
335848,KENDAL ON HUDSON,SLEEPY HOLLOW,Westchester,NY,4.0,5.0,5.43386,0.8999999999999999,0,20.0,24.0
335261,THE PARAMOUNT AT SOMERS REHAB AND NURSING CENTER,SOMERS,Westchester,NY,1.0,5.0,2.52944,0.9253333333333335,0,81.0,88.0
335421,TARRYTOWN HALL CARE CENTER,TARRYTOWN,Westchester,NY,3.0,3.0,3.61666,0.9608333333333333,0,33.0,44.0
335809,THE GROVE AT VALHALLA REHAB AND NURSING CENTER,VALHALLA,Westchester,NY,1.0,5.0,2.58454,1.0074999999999998,0,81.0,84.0
335844,THE KNOLLS,VALHALLA,Westchester,NY,5.0,5.0,5.33161,0.825,0,9.0,0.0
335874,THE STEVEN AND ALEXANDRA COHEN PED L T C PAVILION,VALHALLA,Westchester,NY,5.0,,3.66637,0.9541666666666666,0,3.0,4.0
335878,EPIC REHABILITATION AND NURSING AT WHITE PLAINS,WHITE PLAINS,Westchester,NY,2.0,5.0,3.27168,0.8574999999999999,0,63.0,80.0
335424,MARTINE CENTER FOR REHABILITATION AND NURSING,WHITE PLAINS,Westchester,NY,2.0,1.0,4.16229,0.8457777777777779,0,70.0,72.0
335224,"WHITE PLAINS CENTER FOR NURSING CARE, L L C",WHITE PLAINS,Westchester,NY,4.0,5.0,4.20302,0.9352272727272727,0,16.0,20.0
335829,ADIRA AT RIVERSIDE REHABILITATION AND NURSING,YONKERS,Westchester,NY,1.0,5.0,2.98285,0.8891666666666667,0,105.0,132.0
33A246,ELIZABETH SETON CHILDREN'S CENTER,YONKERS,Westchester,NY,4.0,,5.11755,0.9834319526627219,0,19.0,12.0
335080,HUDSON HILL CENTER FOR REHABILITATION & NURSING,YONKERS,Westchester,NY,1.0,,2.91406,0.8911111111111111,1,163.75,160.0
335398,SANS SOUCI REHABILITATION AND NURSING CENTER,YONKERS,Westchester,NY,1.0,4.0,2.56787,0.9291666666666667,1,107.0,132.0
335515,YONKERS GARDENS CENTER FOR NURSING AND REHAB,YONKERS,Westchester,NY,1.0,1.0,3.09925,0.893,1,139.0,115.0
