CMS Certification Number (CCN),Provider Name,City/Town,County/Parish,State,health_inspection_rating,short_stay_qm_rating,adjusted_total_nurse_hours_per_resident_day,estimated_occupancy_rate
315293,WHITING GARDENS REHABILITATION AND NURSING CENTER,WHITING,Ocean,NJ,1.0,2.0,3.50737,0.9055
315348,HEALTH CENTER AT BLOOMINGDALE,BLOOMINGDALE,Passaic,NJ,4.0,4.0,3.79608,0.8566666666666667
315021,ATLAS HEALTHCARE AT DAUGHTERS OF MIRIAM,CLIFTON,Passaic,NJ,2.0,5.0,3.29818,0.9257142857142857
315261,LAKELAND NURSING & REHAB,HASKELL,Passaic,NJ,3.0,4.0,,0.6756218905472637
315229,Phoenix Center for Rehabilitation and Pediatrics,HASKELL,Passaic,NJ,3.0,2.0,2.81788,0.9171806167400881
315531,HOLLAND CHRISTIAN HOME ASSOCIATION,NORTH HALEDON,Passaic,NJ,,,,
315085,COMPLETE CARE AT CHESTNUT HILL LLC,PASSAIC,Passaic,NJ,1.0,3.0,3.12677,0.9405405405405406
315221,"COMPLETE CARE AT HAMILTON, LLC",PASSAIC,Passaic,NJ,2.0,2.0,3.84048,0.8674999999999999
315507,"Barnert Subacute Rehabilitation Center, Llc",PATERSON,Passaic,NJ,4.0,1.0,4.12586,0.9102941176470588
315331,COMPLETE CARE AT FAIR LAWN EDGE,PATERSON,Passaic,NJ,3.0,1.0,3.8738,0.9705555555555555
315096,"DOCTORS SUBACUTE HEALTHCARE, LLC",PATERSON,Passaic,NJ,4.0,3.0,3.90475,0.8481481481481481
315234,ARBOR RIDGE REHABILITATION AND HEALTHCARE CENTER,WAYNE,Passaic,NJ,3.0,5.0,3.45094,0.885
315335,Alps at Wayne Rehab & Care Center,WAYNE,Passaic,NJ,3.0,3.0,4.09179,0.6803827751196172
315291,Avalon Rehab and Care Center,WAYNE,Passaic,NJ,4.0,,3.39379,0.9052941176470588
315477,CAREONE AT WAYNE,WAYNE,Passaic,NJ,5.0,5.0,3.19842,0.8267326732673267
315110,COMPLETE CARE AT WAYNE HILLS REHAB & RESP CENTER,WAYNE,Passaic,NJ,3.0,1.0,2.42763,0.8725
315103,EXCEL CARE AT WAYNE,WAYNE,Passaic,NJ,5.0,4.0,2.79297,0.855
315142,LLANFAIR HOUSE CARE & REHABILITATION CENTER,WAYNE,Passaic,NJ,2.0,2.0,3.88164,0.5616666666666666
315361,Preakness Healthcare Center,WAYNE,Passaic,NJ,2.0,1.0,4.16127,0.6950738916256157
315276,COMPLETE CARE AT MILFORD MANOR LLC,WEST MILFORD,Passaic,NJ,2.0,3.0,3.555,0.8741666666666668
315356,SKILLED NURSING AT FELLOWSHIP VILLAGE,BASKING RIDGE,Somerset,NJ,5.0,4.0,5.73695,0.8805970149253731
315002,CAREONE AT SOMERSET VALLEY,BOUND BROOK,Somerset,NJ,3.0,5.0,2.86409,0.73125
315182,BRIDGEWAY CARE AND REHAB CENTER AT BRIDGEWATER,BRIDGEWATER,Somerset,NJ,2.0,4.0,4.25392,0.9198675496688742
315134,COMPLETE CARE AT GREEN KNOLL,BRIDGEWATER,Somerset,NJ,3.0,5.0,3.11118,0.8409090909090909
315419,N J EASTERN STAR HOME,BRIDGEWATER,Somerset,NJ,4.0,5.0,4.39224,0.8841463414634146
315445,The Arbor at Laurel Circle,BRIDGEWATER,Somerset,NJ,2.0,5.0,4.47977,0.653125
315141,ABINGDON CARE & REHABILITATION CENTER,GREEN BROOK,Somerset,NJ,1.0,5.0,3.75908,0.5755555555555555
315510,BRIDGEWAY CARE AND REHAB CENTER AT HILLSBOROUGH,HILLSBOROUGH,Somerset,NJ,2.0,3.0,4.0675,0.961111111111111
315425,FOOTHILL ACRES REHABILITATION & NURSING CENTER,HILLSBOROUGH,Somerset,NJ,2.0,4.0,4.31618,0.8140000000000001
315140,WATERFRONT REHABILITATION AND HEALTHCARE CENTER,RARITAN,Somerset,NJ,4.0,5.0,3.39691,0.9608695652173913
315486,STONEBRIDGE AT MONTGOMERY HEALTH CARE CENTER,SKILLMAN,Somerset,NJ,2.0,5.0,3.74527,1.088
315253,"PARKER AT SOMERSET, INC",SOMERSET,Somerset,NJ,5.0,4.0,6.44281,0.9333333333333333
315367,REGENCY HERITAGE NURSING AND REHABILITATION CENTER,SOMERSET,Somerset,NJ,4.0,5.0,3.63835,0.7120754716981131
315520,SOMERSET WOODS REHABILITATION & NURSING CENTER,SOMERSET,Somerset,NJ,1.0,4.0,3.7925,0.7398648648648649
315337,MCAULEY HALL HEALTH CARE CENTE,WATCHUNG,Somerset,NJ,4.0,4.0,,0.8972972972972973
315044,MOHAWK MEADOWS,LAFAYETTE,Sussex,NJ,1.0,4.0,3.18665,0.9289308176100628
315137,COMPLETE CARE AT BARN HILL,NEWTON,Sussex,NJ,4.0,5.0,3.30523,0.8714285714285713
315378,HOMESTEAD REHABILITATION & HEALTH CARE CENTER,NEWTON,Sussex,NJ,1.0,5.0,3.24457,0.42265625
315439,UNITED METHODIST COMMUNITIES AT BRISTOL GLEN,NEWTON,Sussex,NJ,4.0,3.0,3.96529,0.8883333333333333
315409,VALLEY VIEW REHABILITATION AND HEALTHCARE CTR,NEWTON,Sussex,NJ,1.0,5.0,4.69156,0.5645161290322581
315195,AUTUMN LAKE HEALTHCARE AT BERKELEY HEIGHTS,BERKELEY HEIGHTS,Union,NJ,3.0,5.0,3.66637,0.8584615384615384
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,BERKELEY HEIGHTS,Union,NJ,4.0,4.0,5.20776,0.8193333333333334
315341,COMPLETE CARE AT CLARK LLC,CLARK,Union,NJ,4.0,5.0,3.19765,0.9285714285714286
315091,BIRCHWOOD REHABILITATION AND HEALTHCARE CENTER,CRANFORD,Union,NJ,4.0,4.0,3.36048,0.9125
315390,CRANFORD PARK CARE,CRANFORD,Union,NJ,2.0,3.0,,0.6970000000000001
315106,ELIZABETH NURSING AND REHAB,ELIZABETH,Union,NJ,4.0,4.0,3.84141,0.8862745098039216
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,ELIZABETH,Union,NJ,2.0,3.0,3.3614,0.9490000000000001
315483,Plaza Healthcare & Rehabilitation Center,ELIZABETH,Union,NJ,4.0,5.0,4.23402,0.70703125
315442,TRINITAS HOSPITAL,ELIZABETH,Union,NJ,3.0,2.0,4.44802,0.7266129032258064
315200,ARISTACARE AT PARKSIDE,LINDEN,Union,NJ,2.0,4.0,3.04369,0.8233333333333334
315239,CHILDRENS SPECIALIZED HOSPITAL MOUNTAINSIDE,MOUNTAINSIDE,Union,NJ,4.0,,3.57117,0.8222222222222222
315259,MOUNTAINSIDE SKILLED NURSING AND REHAB,MOUNTAINSIDE,Union,NJ,1.0,5.0,3.41958,0.8947019867549668
315523,CONTINUING CARE AT LANTERN HILL,NEW PROVIDENCE,Union,NJ,2.0,3.0,5.47677,0.96
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,NEW PROVIDENCE,Union,NJ,3.0,4.0,3.41581,0.9311320754716982
315217,ARISTACARE AT NORWOOD TERRACE,PLAINFIELD,Union,NJ,4.0,5.0,3.58557,0.7741666666666667
315101,COMPLETE CARE AT PLAINFIELD LLC,PLAINFIELD,Union,NJ,4.0,5.0,3.27586,0.960377358490566
315273,COMPLETE CARE AT WOODLANDS,PLAINFIELD,Union,NJ,4.0,5.0,3.72782,0.89
315198,ADROIT CARE REHABILITATION AND NURSING CENTER,RAHWAY,Union,NJ,3.0,5.0,3.26812,0.9401639344262296
315146,CARE CONNECTION RAHWAY,RAHWAY,Union,NJ,5.0,5.0,4.75243,0.9583333333333334
315064,ASHBROOK CARE & REHABILITATION CENTER,SCOTCH PLAINS,Union,NJ,1.0,3.0,3.84247,0.6543859649122806
315104,CORNELL HALL CARE & REHABILITATION CENTER,UNION,Union,NJ,2.0,4.0,3.23378,0.6468926553672316
315283,SOUTH MOUNTAIN HC,VAUXHALL,Union,NJ,2.0,4.0,3.46208,0.9507692307692308
315122,"COMPLETE CARE AT WESTFIELD, LLC",WESTFIELD,Union,NJ,2.0,5.0,3.50922,0.8674008810572688
335583,ARCHCARE AT PROVIDENCE REST,BRONX,Bronx,NY,5.0,5.0,2.81028,0.9734999999999999
335373,BAINBRIDGE NURSING & REHABILITATION CENTER,BRONX,Bronx,NY,4.0,5.0,3.3599,0.966
335201,BETH ABRAHAM CENTER FOR REHABILITATION AND NURSING,BRONX,Bronx,NY,2.0,3.0,3.78118,0.9591517857142857
335506,BRONX CENTER FOR REHABILITATION & HEALTH CARE,BRONX,Bronx,NY,4.0,4.0,3.36845,0.9790000000000001
335775,BRONX GARDENS REHABILITATION AND NURSING CENTER,BRONX,Bronx,NY,2.0,5.0,2.77672,0.9748743718592965
335358,BRONX PARK REHABILITATION & NURSING CENTER,BRONX,Bronx,NY,4.0,3.0,2.88193,0.9600000000000001
335753,BRONXCARE SPECIAL CARE CENTER,BRONX,Bronx,NY,4.0,3.0,3.15333,0.9404166666666666
335780,CASA PROMESA,BRONX,Bronx,NY,1.0,,6.07701,0.7861111111111112
335493,CONCOURSE REHABILITATION AND NURSING CENTER INC,BRONX,Bronx,NY,2.0,2.0,2.63627,0.96875
335723,EAST HAVEN NURSING & REHABILITATION CENTER,BRONX,Bronx,NY,2.0,3.0,2.94665,0.9555
335214,EASTCHESTER REHABILITATION AND HEALTH CARE CENTER,BRONX,Bronx,NY,5.0,4.0,,0.9235
335659,FORDHAM NURSING AND REHABILITATION CENTER,BRONX,Bronx,NY,3.0,3.0,2.61371,0.9600000000000001
335079,GOLD CREST CARE CENTER,BRONX,Bronx,NY,4.0,3.0,3.98636,0.9474285714285715
335744,GRAND MANOR NURSING & REHABILITATION CENTER,BRONX,Bronx,NY,,,3.27297,0.8216666666666667
335751,HIGHBRIDGE WOODYCREST CENTER,BRONX,Bronx,NY,4.0,4.0,4.06822,0.9688888888888889
335725,HOPE CENTER FOR H I V AND NURSING CARE,BRONX,Bronx,NY,1.0,,3.70274,0.9696969696969697
335187,HUDSON POINTE AT RIVERDALE CTR FOR NURSING & REHAB,BRONX,Bronx,NY,2.0,2.0,3.18862,0.9239520958083833
335644,KINGS HARBOR MULTICARE CENTER,BRONX,Bronx,NY,4.0,3.0,3.27997,0.8619444444444445
335388,LACONIA NURSING HOME,BRONX,Bronx,NY,2.0,5.0,3.04896,0.9791666666666666
335524,METHODIST HOME FOR NURSING AND REHABILITATION,BRONX,Bronx,NY,5.0,5.0,3.31015,0.9
335484,MORNINGSIDE NURSING AND REHABILITATION CENTER,BRONX,Bronx,NY,2.0,4.0,2.85728,0.7860103626943005
335347,MORRIS PARK REHABILITATION AND NURSING CENTER,BRONX,Bronx,NY,2.0,4.0,3.06605,0.9387434554973823
335030,MOSHOLU PARKWAY NURSING & REHABILITATION CENTER,BRONX,Bronx,NY,1.0,5.0,3.28412,0.9606557377049181
335695,Manhattanville Health Care Center,BRONX,Bronx,NY,4.0,5.0,2.6409,0.938
335096,NEW RIVERDALE REHAB AND NURSING,BRONX,Bronx,NY,2.0,3.0,3.08241,0.954109589041096
335486,PELHAM PARKWAY NURSING CARE & REHAB FACILITY L L C,BRONX,Bronx,NY,3.0,4.0,2.79298,0.9355
335581,PINNACLE MULTICARE NURSING AND REHAB CENTER,BRONX,Bronx,NY,3.0,4.0,3.24746,0.9760416666666667
335028,PRESTIGE NURSING CARE & REHAB CENTER,BRONX,Bronx,NY,4.0,,2.81013,0.90125
335557,REBEKAH REHAB AND EXTENDED CARE CENTER,BRONX,Bronx,NY,2.0,4.0,2.89649,0.956338028169014
335019,REGEIS CARE CENTER,BRONX,Bronx,NY,4.0,4.0,3.77794,0.9207627118644068
335015,SCHERVIER NURSING CARE CENTER,BRONX,Bronx,NY,2.0,5.0,3.08662,0.9743169398907104
335321,SPLIT ROCK REHABILITION AND HEALTH CARE CENTER,BRONX,Bronx,NY,4.0,5.0,2.74712,0.9333333333333333
335011,ST PATRICKS HOME,BRONX,Bronx,NY,3.0,5.0,2.86143,0.9799242424242424
335763,ST VINCENT DEPAUL RESIDENCE,BRONX,Bronx,NY,2.0,3.0,,0.3865
335462,THE PLAZA REHAB AND NURSING CENTER,BRONX,Bronx,NY,4.0,3.0,2.97317,0.8954656862745098
335771,THROGS NECK EXTENDED CARE FACILITY,BRONX,Bronx,NY,4.0,5.0,,0.9653658536585367
335445,TRIBORO CENTER FOR REHABILITATION AND NURSING,BRONX,Bronx,NY,3.0,4.0,2.63204,0.7664077669902912
335061,UNIVERSITY CENTER FOR REHABILITATION AND NURSING,BRONX,Bronx,NY,3.0,4.0,3.24687,0.9260869565217391
335495,WAYNE CENTER FOR NURSING & REHABILITATION,BRONX,Bronx,NY,3.0,3.0,2.62317,0.9761316872427983
335048,WILLIAMSBRIDGE CENTER FOR REHABILITATION AND NRSG,BRONX,Bronx,NY,3.0,5.0,3.03688,0.9662337662337663
335227,WORKMENS CIRCLE MULTICARE CENTER,BRONX,Bronx,NY,5.0,3.0,2.90439,0.9809160305343512
335020,HEBREW HOME FOR THE AGED AT RIVERDALE,RIVERDALE,Bronx,NY,5.0,5.0,3.27139,0.43202846975088965
335248,INDEPENDENCE CARE CENTER FOR NURSING AND REHABILIT,RIVERDALE,Bronx,NY,2.0,2.0,4.15327,0.8363157894736842
335287,PARK GARDENS REHABILITATION & NURSING CENTER L L C,RIVERDALE,Bronx,NY,3.0,5.0,3.24468,0.938
335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,BROOKLYN,Kings,NY,2.0,5.0,2.83855,0.9626315789473685
335626,BEDFORD CENTER FOR NURSING AND REHABILITATION,BROOKLYN,Kings,NY,4.0,4.0,3.45361,0.975
335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,BROOKLYN,Kings,NY,4.0,5.0,2.64696,0.9790000000000001
335470,BORO PARK CENTER FOR REHABILITATION AND HEALTHCARE,BROOKLYN,Kings,NY,2.0,4.0,3.10723,0.9545098039215687
335178,BROOKLYN CTR FOR REHAB AND RESIDENTIAL HEALTH CARE,BROOKLYN,Kings,NY,2.0,3.0,2.87276,0.9697508896797153
335070,BROOKLYN GARDENS NURSING & REHABILITATION CENTER,BROOKLYN,Kings,NY,2.0,2.0,3.1979,0.9595833333333333
335604,BROOKLYN UNITED METHODIST CHURCH HOME,BROOKLYN,Kings,NY,2.0,,3.11828,0.9758333333333333
335637,BROOKLYN-QUEENS NURSING HOME,BROOKLYN,Kings,NY,2.0,2.0,,0.9735714285714286
335826,BUENA VIDA REHAB AND NURSING CENTER,BROOKLYN,Kings,NY,5.0,4.0,2.75176,0.95625
335703,BUSHWICK CENTER FOR REHABILITATION AND HEALTH CARE,BROOKLYN,Kings,NY,1.0,3.0,3.24858,0.9817777777777777
335245,"CATON PARK REHAB AND NURSING CENTER, L L C",BROOKLYN,Kings,NY,4.0,1.0,2.5718,0.9773109243697479
335174,COBBLE HILL HEALTH CENTER INC,BROOKLYN,Kings,NY,3.0,5.0,3.48029,0.9837912087912088
335538,CONCORD NURSING AND REHABILITATION CENTER,BROOKLYN,Kings,NY,4.0,2.0,2.65876,0.9799999999999999
335609,CROWN HEIGHTS CENTER FOR NURSING AND REHAB,BROOKLYN,Kings,NY,2.0,4.0,3.22466,0.9705084745762712
335648,DITMAS PARK CARE CENTER,BROOKLYN,Kings,NY,4.0,5.0,3.38071,0.971
335625,DOWNTOWN BROOKLYN NURSING & REHABILITATION CENTER,BROOKLYN,Kings,NY,4.0,4.0,2.73867,0.9678125
335805,DR SUSAN SMITH MCKINNEY NURSING AND REHAB CENTER,BROOKLYN,Kings,NY,5.0,4.0,4.80739,0.9690625
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,BROOKLYN,Kings,NY,3.0,5.0,2.64142,0.9474074074074075
335710,HAMILTON PARK NURSING AND REHABILITATION CENTER,BROOKLYN,Kings,NY,3.0,5.0,3.21951,0.9834999999999999
335656,HAYM SOLOMON HOME FOR THE AGED,BROOKLYN,Kings,NY,4.0,5.0,3.6848,0.9745833333333334
335847,HOPKINS CENTER FOR REHABILITATION AND HEALTHCARE,BROOKLYN,Kings,NY,5.0,5.0,2.94656,0.9937499999999999
335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,BROOKLYN,Kings,NY,3.0,4.0,3.42017,0.9697416974169742
335811,LINDEN CENTER FOR NURSING AND REHABILITATION,BROOKLYN,Kings,NY,4.0,4.0,3.76939,0.9828571428571428
335653,MENORAH HOME & HOSPITAL FOR AGED & INFIRM,BROOKLYN,Kings,NY,1.0,5.0,3.43351,0.9731651376146789
335131,"NEW CARLTON REHAB AND NURSING CENTER, L L C",BROOKLYN,Kings,NY,3.0,5.0,3.55597,0.8418918918918918
335523,NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER,BROOKLYN,Kings,NY,4.0,5.0,3.34307,0.9622222222222223
335163,OXFORD NURSING HOME,BROOKLYN,Kings,NY,4.0,3.0,4.05152,0.8565957446808511
335328,PALM GARDENS CENTER FOR NURSING AND REHABILITATION,BROOKLYN,Kings,NY,3.0,1.0,2.82024,0.9633333333333333
335537,"RUTLAND NURSING HOME, INC",BROOKLYN,Kings,NY,1.0,5.0,3.97797,0.8252788104089219
335748,SAINTS JOACHIM & ANNE NURSING AND REHAB CENTER,BROOKLYN,Kings,NY,4.0,5.0,2.85604,0.9484999999999999
335381,SCHULMAN AND SCHACHNE INST FOR NURSING & REHAB,BROOKLYN,Kings,NY,2.0,3.0,3.97546,0.8613839285714285
335411,SEA CREST NURSING AND REHABILITATION CENTER,BROOKLYN,Kings,NY,4.0,4.0,2.88975,0.898125
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,Kings,NY,1.0,5.0,2.44081,0.9741666666666666
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,BROOKLYN,Kings,NY,2.0,3.0,3.13097,0.95
335288,SHORE VIEW NURSING  & REHABILITATION CENTER,BROOKLYN,Kings,NY,5.0,5.0,2.86309,0.8884375
335125,SPRING CREEK REHABILITATION & NURSING CARE CENTER,BROOKLYN,Kings,NY,3.0,4.0,2.8013,1.0305555555555554
335290,THE CHATEAU AT BROOKLYN REHAB AND NURSING CENTER,BROOKLYN,Kings,NY,4.0,5.0,2.45673,0.9592592592592594
335104,THE HERITAGE REHABILITATION AND HEALTH CARE CENTER,BROOKLYN,Kings,NY,5.0,4.0,2.9674,0.9518987341772153
335560,THE MONARCH AT BROOKLYN REHAB AND NURSING CENTER,BROOKLYN,Kings,NY,4.0,5.0,2.87168,0.9784999999999999
335516,THE PHOENIX REHABILITATION AND NURSING CENTER,BROOKLYN,Kings,NY,4.0,5.0,2.60423,0.9782500000000001
335140,BELAIR CARE CENTER INC,BELLMORE,Nassau,NY,4.0,5.0,3.20056,0.9529411764705883
335161,DALEVIEW CARE CENTER,EAST FARMINGDALE,Nassau,NY,3.0,5.0,3.04335,0.8577464788732394
335831,FULTON COMMONS CARE CENTER INC,EAST MEADOW,Nassau,NY,2.0,3.0,3.34719,0.9732142857142857
335817,GARDEN CARE CENTER,FRANKLIN SQUARE,Nassau,NY,3.0,5.0,2.69123,0.9486666666666668
335796,MEADOWBROOK CARE CENTER,FREEPORT,Nassau,NY,4.0,5.0,2.94303,0.9546428571428572
335156,SOUTH SHORE REHABILITATION AND NURSING CENTER,FREEPORT,Nassau,NY,2.0,5.0,2.85124,0.9159999999999999
335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,GLEN COVE,Nassau,NY,5.0,5.0,3.11529,0.8833333333333333
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,GLEN COVE,Nassau,NY,3.0,5.0,3.14911,0.9279220779220779
335211,GLENGARIFF HEALTH CARE CENTER,GLEN COVE,Nassau,NY,2.0,5.0,2.63215,0.8908396946564886
335250,HIGHFIELD GARDENS CARE CENTER OF GREAT NECK,GREAT NECK,Nassau,NY,3.0,5.0,3.87402,0.9904999999999999
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,GREAT NECK,Nassau,NY,1.0,5.0,2.82288,0.9677570093457943
335808,HEMPSTEAD PARK NURSING HOME,HEMPSTEAD,Nassau,NY,2.0,1.0,3.00923,0.9282868525896414
335279,MAYFAIR CARE CENTER,HEMPSTEAD,Nassau,NY,2.0,1.0,3.06405,0.9525
335787,NASSAU REHABILITATION & NURSING CENTER,HEMPSTEAD,Nassau,NY,2.0,5.0,2.83129,1.01
335162,THE GRAND REHABILITATION AND NURSING AT SOUTH POIN,ISLAND PARK,Nassau,NY,2.0,1.0,3.03486,0.9643243243243244
335024,BEACH TERRACE CARE CENTER,LONG BEACH,Nassau,NY,3.0,1.0,3.03922,0.9642857142857143
335498,GRANDELL REHABILITATION AND NURSING CENTER,LONG BEACH,Nassau,NY,4.0,4.0,3.92713,0.9597122302158274
335432,LONG BEACH NURSING AND REHABILITATION CENTER,LONG BEACH,Nassau,NY,3.0,4.0,2.87931,0.6995
335819,PARK AVENUE EXTENDED CARE FACILITY,LONG BEACH,Nassau,NY,2.0,5.0,2.65457,0.9408333333333334
335160,LYNBROOK RESTORATIVE THERAPY AND NURSING,LYNBROOK,Nassau,NY,5.0,5.0,3.06258,0.875
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,MANHASSET,Nassau,NY,3.0,5.0,4.37103,0.9390625
335074,"PARKVIEW CARE AND REHABILITATION CENTER, INC",MASSAPEQUA,Nassau,NY,4.0,2.0,2.76175,0.9201183431952663
335871,MOUNT SINAI SOUTH NASSAU T C U,OCEANSIDE,Nassau,NY,5.0,4.0,4.91269,0.8800000000000001
335158,OCEANSIDE CARE CENTER INC,OCEANSIDE,Nassau,NY,4.0,4.0,3.14849,0.991
335284,CENTRAL ISLAND HEALTHCARE,PLAINVIEW,Nassau,NY,3.0,5.0,2.97223,0.7658415841584157
335022,SANDS POINT CENTER FOR HEALTH AND REHABILITATION,PORT WASHINGTON,Nassau,NY,3.0,4.0,2.2133,0.7872222222222222
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",ROCKVILLE CENTRE,Nassau,NY,4.0,5.0,2.87791,0.9424242424242425
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,ROCKVILLE CENTRE,Nassau,NY,2.0,4.0,2.60842,0.9727848101265822
335559,SUNHARBOR MANOR,ROSLYN HEIGHTS,Nassau,NY,2.0,4.0,3.26098,0.9263157894736842
335023,A Holly Patterson Extended Care Facility,UNIONDALE,Nassau,NY,1.0,3.0,3.18885,0.7327674023769101
335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,UNIONDALE,Nassau,NY,4.0,2.0,2.63972,0.9321428571428572
335700,NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,VALLEY STREAM,Nassau,NY,2.0,4.0,4.92626,0.9325
335231,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",WOODBURY,Nassau,NY,5.0,5.0,3.36226,0.8048780487804879
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,WOODBURY,Nassau,NY,3.0,3.0,3.58398,0.887
335555,WOODBURY HEIGHTS NURSING AND REHABILITATION CENTER,WOODBURY,Nassau,NY,1.0,4.0,4.35052,0.35544554455445543
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,WOODMERE,Nassau,NY,3.0,5.0,2.647,0.8023809523809524
335802,Glen Arden Inc,GOSHEN,New York,NY,1.0,4.0,5.26811,0.8400000000000001
